hash_id,case,comment_anon,emojis,themes_a,themes_b,themes_rev,disagreement,kappa_rev_a,kappa_rev_b,theme_C1_a,theme_C2_a,theme_C3_a,theme_C4_a,theme_C5_a,theme_NA_a,character_a,tone_a,confidence_a,theme_C1_b,theme_C2_b,theme_C3_b,theme_C4_b,theme_C5_b,theme_NA_b,character_b,tone_b,confidence_b,theme_C1_rev,theme_C2_rev,theme_C3_rev,theme_C4_rev,theme_C5_rev,theme_NA_rev,character_rev,tone_rev,confidence_rev,theme_C1_h,theme_C2_h,theme_C3_h,theme_C4_h,theme_C5_h,theme_NA_h,character_h,tone_h,human_notes,reviewed_by,reviewed_at,classification_source,needs_human_review
FERNANDA_TORRES_4117,Fernanda_Torres,Fernanda 🏆🏆🏆🏆🏆,🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4118,Fernanda_Torres,Maravilhosaaaaaaaaa!!!!!,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4121,Fernanda_Torres,A melhor! 🏆🏆🏆🏆🏆✨✨✨✨✨🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,🇧🇷 🏆 ✨,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4127,Fernanda_Torres,GO FERNANDA TOWERS,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4131,Fernanda_Torres,BRASIL 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4132,Fernanda_Torres,Fernandaaaaaaaa ja ganhouuuuuu 🏆🏆🏆🏆🏆🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷❤️❤️❤️❤️,🇧🇷 🏆 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4142,Fernanda_Torres,Today is the day!!!,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4143,Fernanda_Torres,"O Oscar é teu, DIVA!!!😍👏😍👏",😍 👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4146,Fernanda_Torres,É HOJEEEEE!!!!🇧🇷🏆✨🔥,🇧🇷 🏆 🔥 ✨,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4147,Fernanda_Torres,Queen ❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4149,Fernanda_Torres,Diva 🇧🇷🏆,🇧🇷 🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4150,Fernanda_Torres,Já ganhouuuuuuuu,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4151,Fernanda_Torres,Rainha 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4154,Fernanda_Torres,Today is the day: go Fernanda!,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4157,Fernanda_Torres,É hojeeeeeee❤️❤️❤️❤️❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4158,Fernanda_Torres,Vem vem vem vem🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🏆🏆🏆🏆🏆🏆,🇧🇷 🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4169,Fernanda_Torres,The best,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4177,Fernanda_Torres,Perfeita!❤️🇧🇷✨,🇧🇷 ❤️ ✨,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4188,Fernanda_Torres,Perfect 😍❤️🏆✨,😍 🏆 ❤️ ✨,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4189,Fernanda_Torres,Pra cimaaaaaaa Fernanda é hoje que você coloca o Brasil no mapa e quebra de vez o paradigma o Hexa está mais próximo do que imaginamos!!!!🏆🏆🏆🏆,🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4190,Fernanda_Torres,🏆 nossa campeã 🇧🇷 🏆✨ ❤️🙌👏👏 she is Mother,👏 ✨ 🙌 🇧🇷 🏆 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4200,Fernanda_Torres,Musaaaaa!!! 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4202,Fernanda_Torres,🇧🇷🇧🇷🇧🇷 Obrigada Fernanda por essa alegria,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4204,Fernanda_Torres,"Maravilha, sensacional.",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4205,Fernanda_Torres,🔥 Shine bright! She’s the Queen of Carnival! 🇧🇷🏆🇧🇷,🔥 🏆 🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4206,Fernanda_Torres,"Fernanda Torres, minha querida! Você é tipo aquele vinho que só melhora com o tempo, ou aquele prato que a gente repete no restaurante porque é bom demais. Levei meus filhos pra te ver, e agora eles tão aí, adolescentes, mas já com um gosto refinado pra arte, graças a você! Seja minha madrinha artística, ou pelo menos me adota nas redes? 😂🎭 #fernandatorres #minhainspiracao 🍷✨",😂 🎭 🍷 ✨,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4212,Fernanda_Torres,Eh hoje!!!❤️🇧🇷,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4217,Fernanda_Torres,INCOMPARÁVEL🏆❤️👏,🏆 👏 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4223,Fernanda_Torres,Maravilhosa ❤️🏆,🏆 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4224,Fernanda_Torres,Olha onde a Fátima chegou,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4227,Fernanda_Torres,Maravilhosa 🇧🇷🇧🇷🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4230,Fernanda_Torres,VAMOOOO 🇧🇷🇧🇷🔥,🇧🇷 🔥,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4236,Fernanda_Torres,Belíssima!!!!🇧🇷🇧🇷🇧🇷🇧🇷❤️❤️❤️❤️,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4237,Fernanda_Torres,👏🏻👏🏼,👏🏼 👏🏻,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4239,Fernanda_Torres,@user estamos na torcida! 😍🇧🇷,😍 🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4241,Fernanda_Torres,Vai fernandaaaaaaa…,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4243,Fernanda_Torres,Fernanda ❤️❤️❤️🇧🇷🏆,🇧🇷 🏆 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4244,Fernanda_Torres,É ela❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4245,Fernanda_Torres,Brasil🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4246,Fernanda_Torres,LENDÁRIA 🇧🇷🏆,🇧🇷 🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4247,Fernanda_Torres,Vai Raiiiinhaaaaaa,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4255,Fernanda_Torres,Incrível é elaaaa,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4259,Fernanda_Torres,Gloriosa🇧🇷🏆,🇧🇷 🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4262,Fernanda_Torres,A melhor . Top,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4263,Fernanda_Torres,Tem que levar 🇧🇷😍❤️❤️❤️,🇧🇷 ❤️ 😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4268,Fernanda_Torres,The best,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4271,Fernanda_Torres,Vai Brasil porra,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4273,Fernanda_Torres,Vai Fernanda! O Brasil está com você 🏆🇧🇷❤️,🇧🇷 🏆 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4275,Fernanda_Torres,vc vai vencer confia,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4280,Fernanda_Torres,Pra cimaaaaaaa,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4282,Fernanda_Torres,NOSSA RAINHA 👑🏆❤️🇧🇷,🇧🇷 🏆 ❤️ 👑,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4283,Fernanda_Torres,já ganhou tan tan tan,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4286,Fernanda_Torres,Vai Fernanda ❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4287,Fernanda_Torres,Excelente atriz,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4290,Fernanda_Torres,"Bora, Feranandaaaaa!!! 🙏🏻🙏🏻🙏🏻🙏🏻",🙏🏻,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4291,Fernanda_Torres,The best,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4295,Fernanda_Torres,NOSSA MÃE,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4296,Fernanda_Torres,JÁ VENCEU,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4301,Fernanda_Torres,This is Brazil 🇧🇷🇧🇷🏆❤️,🇧🇷 🏆 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4302,Fernanda_Torres,Maravilhosa🇧🇷❤️,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4306,Fernanda_Torres,Everyone in Brazil is supporting Fernanda and the movie “i’m still here” tonight!!,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4307,Fernanda_Torres,Bença Mãe! 🙏🏻,🙏🏻,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4311,Fernanda_Torres,É nosso,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4316,Fernanda_Torres,🏆🏆 Maravilhosa,🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4317,Fernanda_Torres,She is the Best 🇧🇷😍🏆❤️,🇧🇷 🏆 ❤️ 😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4318,Fernanda_Torres,NOSSA RAINHAAAAAA,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4319,Fernanda_Torres,NOSSA PIKACHUUUUUU,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4329,Fernanda_Torres,Deusaaaa ❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4331,Fernanda_Torres,Nós vamos sorrir!😍🇧🇷🏆🏆✨,😍 🏆 🇧🇷 ✨,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4335,Fernanda_Torres,Nós vamos sorrir!!!! 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4337,Fernanda_Torres,Perfeita ❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4339,Fernanda_Torres,Oscar 2025 goin to Fernanda Torres 🏆 @user,🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4341,Fernanda_Torres,"A melhor, já ganhou!!! 🇧🇷👏🇧🇷👏🇧🇷👏",🇧🇷 👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4343,Fernanda_Torres,Mamacitaaaaaaaa🏆🏆🏆🏆,🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4345,Fernanda_Torres,🏆🏆🏆 Brazil - Fernanda Torres,🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4346,Fernanda_Torres,Totalmente aclamada! The Oscar Goes to Fernanda Torres 🏆🇧🇷🇧🇷👏,🇧🇷 🏆 👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4347,Fernanda_Torres,❤️ Oscar - Fernanda Torres @user 🏆🏆🏆,🏆 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4350,Fernanda_Torres,MARAVILHOSA!! 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4351,Fernanda_Torres,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 Go @user,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4352,Fernanda_Torres,E vamo que vamos,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4354,Fernanda_Torres,Sa porra travou em 856mil?,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4356,Fernanda_Torres,Divaaa,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4357,Fernanda_Torres,A MELHOR,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4359,Fernanda_Torres,Queen FERNANDAAA,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4361,Fernanda_Torres,@user Nunca terá uma artista tão grandiosa como a Fernanda Torres em uma premiação!😌✨,✨ 😌,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4362,Fernanda_Torres,Talento é dela,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4364,Fernanda_Torres,Top 🏆😍,😍 🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4365,Fernanda_Torres,Grandiosa 🙌🔥,🙌 🔥,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4373,Fernanda_Torres,É elaaaaaaaaa 🏆,🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4374,Fernanda_Torres,Diva,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4376,Fernanda_Torres,Entrega logo o prêmio pra ela 🏆👏🙌,🙌 🏆 👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4377,Fernanda_Torres,I've never rooted so much for Fernanda to win the Oscar,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4378,Fernanda_Torres,Boraaaa 🇧🇷😍,🇧🇷 😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4379,Fernanda_Torres,Eu vim do futuro pra avisar... É nosso,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4380,Fernanda_Torres,É ELAAAAA,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4382,Fernanda_Torres,É ELAAAAA,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4384,Fernanda_Torres,O OSCAR É SEU DIVAAAAAAA,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4386,Fernanda_Torres,DEEM UM OSCAR PRA ELAAAAA,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4390,Fernanda_Torres,Avisa que é elaaaa 🇧🇷🇧🇷🇧🇷🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4391,Fernanda_Torres,Our queen! The winner! 🏆🔥,🔥 🏆,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4392,Fernanda_Torres,MOMMYYYY 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4395,Fernanda_Torres,Voces tem juizo. Parabens.,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
FERNANDA_TORRES_4396,Fernanda_Torres,O Oscar é nosso!🇧🇷🔥❤️,🇧🇷 ❤️ 🔥,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
